"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop ,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
Iraq,2313370,657.0,25105.0,6.0,2267423.0,1289.0,20842.0,82.0,55407.0,601.0,18161585.0,434985.0,41752183.0,Asia,18.0,1663.0,2.0,16.0,0.1,499.0
Bangladesh,1949725,239.0,29112.0,1.0,1862808.0,1922.0,57805.0,1264.0,11642.0,174.0,13651404.0,81515.0,167471912.0,Asia,86.0,5753.0,12.0,1.0,0.01,345.0
Serbia,1942727,2211.0,15604.0,17.0,1884706.0,3701.0,42417.0,63.0,223876.0,1798.0,8938391.0,1030044.0,8677676.0,Europe,4.0,556.0,1.0,255.0,2.0,4888.0
Hungary,1814362,,44653.0,,1650643.0,,119066.0,109.0,188628.0,4642.0,10921558.0,1135445.0,9618744.0,Europe,5.0,215.0,1.0,,,12379.0
Jordan,1680179,4251.0,13959.0,13.0,1647266.0,12480.0,18954.0,694.0,161946.0,1345.0,16499905.0,1590366.0,10374911.0,Asia,6.0,743.0,1.0,410.0,1.0,1827.0
Georgia,1635975,466.0,16569.0,15.0,1588829.0,2944.0,30577.0,,411444.0,4167.0,16079589.0,4043980.0,3976179.0,Asia,2.0,240.0,0.0,117.0,4.0,7690.0
Slovakia,1576486,3375.0,18950.0,32.0,1428004.0,4691.0,129532.0,217.0,288516.0,3468.0,6614760.0,1210579.0,5464128.0,Europe,3.0,288.0,1.0,618.0,6.0,23706.0
Pakistan,1519154,462.0,30309.0,2.0,1470822.0,398.0,18023.0,577.0,6658.0,133.0,26929016.0,118025.0,228162754.0,Asia,150.0,7528.0,8.0,2.0,0.01,79.0
Norway,1357280,5397.0,1753.0,,88952.0,,1266575.0,30.0,247087.0,319.0,9852076.0,1793525.0,5493136.0,Europe,4.0,3134.0,1.0,982.0,,230574.0
Ireland,1353733,2100.0,6624.0,13.0,1241135.0,11558.0,105974.0,42.0,269061.0,1317.0,11546772.0,2294978.0,5031321.0,Europe,4.0,760.0,0.0,417.0,3.0,21063.0
Kazakhstan,1304506,64.0,13648.0,2.0,1280904.0,211.0,9954.0,528.0,68094.0,712.0,11575012.0,604201.0,19157563.0,Asia,15.0,1404.0,2.0,3.0,0.1,520.0
Morocco,1162125,29.0,16043.0,4.0,1145338.0,108.0,744.0,293.0,30865.0,426.0,11237010.0,298440.0,37652441.0,Africa,32.0,2347.0,3.0,0.8,0.1,20.0
Bulgaria,1115132,2433.0,36162.0,64.0,882649.0,4892.0,196321.0,311.0,162562.0,5272.0,9387770.0,1368534.0,6859728.0,Europe,6.0,190.0,1.0,355.0,9.0,28619.0
Lebanon,1085232,632.0,10211.0,5.0,1001833.0,12878.0,73188.0,186.0,160215.0,1507.0,4795578.0,707981.0,6773601.0,Asia,6.0,663.0,1.0,93.0,0.7,10805.0
Cuba,1077405,620.0,8503.0,,1066150.0,453.0,2752.0,23.0,95220.0,751.0,12920253.0,1141881.0,11314889.0,North America,11.0,1331.0,1.0,55.0,,243.0
Croatia,1073527,141.0,15354.0,18.0,1049676.0,1456.0,8497.0,51.0,264264.0,3780.0,4583892.0,1128391.0,4062327.0,Europe,4.0,265.0,1.0,35.0,4.0,2092.0
Tunisia,1029596,,28062.0,,982422.0,,19112.0,108.0,85598.0,2333.0,4473309.0,371898.0,12028338.0,Africa,12.0,429.0,3.0,,,1589.0
Nepal,977987,50.0,11950.0,,961218.0,148.0,4819.0,100.0,32572.0,398.0,5487285.0,182756.0,30025194.0,Asia,31.0,2513.0,5.0,2.0,,160.0
Lithuania,964215,2256.0,8650.0,14.0,878528.0,2757.0,77037.0,68.0,362777.0,3254.0,7894516.0,2970240.0,2657871.0,Europe,3.0,307.0,0.0,849.0,5.0,28984.0
Singapore,948478,9042.0,1153.0,8.0,908291.0,16069.0,39034.0,23.0,159990.0,194.0,23315251.0,3932823.0,5928376.0,Asia,6.0,5142.0,0.0,1525.0,1.0,6584.0
Belarus,942334,1166.0,6670.0,9.0,928536.0,,7128.0,,99781.0,706.0,12646405.0,1339087.0,9444051.0,Europe,10.0,1416.0,1.0,123.0,1.0,755.0
Slovenia,918810,954.0,6415.0,5.0,886422.0,677.0,25973.0,69.0,441858.0,3085.0,2589339.0,1245220.0,2079423.0,Europe,2.0,324.0,1.0,459.0,2.0,12490.0
Bolivia,897489,104.0,21473.0,,808628.0,1462.0,67388.0,220.0,75148.0,1798.0,2682016.0,224568.0,11943011.0,South America,13.0,556.0,4.0,9.0,,5642.0
UAE,885703,296.0,2302.0,,850971.0,980.0,32430.0,,87754.0,228.0,142777188.0,14146106.0,10093038.0,Asia,11.0,4384.0,0.0,29.0,,3213.0
Uruguay,865644,1268.0,7103.0,8.0,848967.0,1174.0,9574.0,70.0,247741.0,2033.0,5823501.0,1666644.0,3494149.0,South America,4.0,492.0,1.0,363.0,2.0,2740.0
Ecuador,849386,,35347.0,,,,,759.0,46934.0,1953.0,2470170.0,136494.0,18097285.0,South America,21.0,512.0,7.0,,,20454.0
Costa Rica,825158,454.0,8186.0,8.0,733664.0,5463.0,83308.0,93.0,159512.0,1582.0,3854668.0,745150.0,5173008.0,North America,6.0,632.0,1.0,88.0,2.0,16104.0
Guatemala,805393,363.0,17159.0,6.0,765305.0,2211.0,22929.0,5.0,43588.0,929.0,4073203.0,220443.0,18477357.0,North America,23.0,1077.0,5.0,20.0,0.3,1241.0
Azerbaijan,790820,53.0,9618.0,7.0,779585.0,168.0,1617.0,,76822.0,934.0,6635319.0,644571.0,10294167.0,Asia,13.0,1070.0,2.0,5.0,0.7,157.0
Finland,761110,26848.0,2717.0,64.0,46000.0,,712393.0,36.0,137006.0,489.0,10136419.0,1824633.0,5555320.0,Europe,7.0,2045.0,1.0,4833.0,12.0,128236.0
Panama,759782,146.0,8140.0,3.0,749222.0,433.0,2420.0,16.0,171511.0,1838.0,5596410.0,1263320.0,4429924.0,North America,6.0,544.0,1.0,33.0,0.7,546.0
Saudi Arabia,748915,146.0,9020.0,2.0,731004.0,314.0,8891.0,272.0,20959.0,252.0,41263565.0,1154772.0,35733098.0,Asia,48.0,3962.0,1.0,4.0,0.06,249.0
Latvia,744433,2097.0,5444.0,8.0,644289.0,5420.0,94700.0,20.0,402216.0,2941.0,6911407.0,3734220.0,1850830.0,Europe,2.0,340.0,0.0,1133.0,4.0,51166.0
Hong Kong,733785,26908.0,4279.0,286.0,13232.0,,716274.0,104.0,96549.0,563.0,36260319.0,4771009.0,7600136.0,Asia,10.0,1776.0,0.0,3540.0,38.0,94245.0
Sri Lanka,656386,345.0,16407.0,10.0,618961.0,75.0,21018.0,,30437.0,761.0,6368159.0,295293.0,21565534.0,Asia,33.0,1314.0,3.0,16.0,0.5,975.0
Paraguay,646054,171.0,18548.0,10.0,620832.0,502.0,6674.0,80.0,88730.0,2547.0,2560033.0,351600.0,7281105.0,South America,11.0,393.0,3.0,23.0,1.0,917.0
Kuwait,626114,316.0,2552.0,1.0,619672.0,486.0,3890.0,14.0,143025.0,583.0,7763313.0,1773395.0,4377655.0,Asia,7.0,1715.0,1.0,72.0,0.2,889.0
Myanmar,606227,880.0,19411.0,2.0,558736.0,926.0,28080.0,,11017.0,353.0,7398818.0,134454.0,55028441.0,Asia,91.0,2835.0,7.0,16.0,0.04,510.0
Palestine,579923,326.0,5321.0,8.0,570740.0,1028.0,3862.0,58.0,109370.0,1004.0,3078533.0,580594.0,5302386.0,Asia,9.0,997.0,2.0,61.0,2.0,728.0
Dominican Republic,576698,57.0,4374.0,,571897.0,,427.0,31.0,52273.0,396.0,3167036.0,287067.0,11032393.0,North America,19.0,2522.0,3.0,5.0,,39.0
Bahrain,538794,1399.0,1463.0,,524784.0,2543.0,12547.0,7.0,299040.0,812.0,9510028.0,5278232.0,1801745.0,Asia,3.0,1232.0,0.0,776.0,,6964.0
Estonia,532082,918.0,2359.0,6.0,432394.0,1485.0,97329.0,19.0,400650.0,1776.0,3177134.0,2392334.0,1328048.0,Europe,2.0,563.0,0.0,691.0,5.0,73287.0
Venezuela,518460,50.0,5659.0,1.0,509750.0,372.0,3051.0,230.0,18321.0,200.0,3359014.0,118696.0,28299279.0,South America,55.0,5001.0,8.0,2.0,0.04,108.0
Moldova,508235,241.0,11350.0,4.0,490993.0,712.0,5892.0,43.0,126488.0,2825.0,3090567.0,769169.0,4018060.0,Europe,8.0,354.0,1.0,60.0,1.0,1466.0
Libya,500304,304.0,6350.0,6.0,483955.0,853.0,9999.0,121.0,71170.0,903.0,2456132.0,349392.0,7029725.0,Africa,14.0,1107.0,3.0,43.0,0.9,1422.0
Egypt,495373,,24277.0,,424831.0,,46265.0,122.0,4691.0,230.0,3693367.0,34973.0,105606213.0,Africa,213.0,4350.0,29.0,,,438.0
Ethiopia,469222,38.0,7486.0,,421485.0,13.0,40251.0,53.0,3917.0,62.0,4570795.0,38157.0,119789068.0,Africa,255.0,16002.0,26.0,0.3,,336.0
Mongolia,467003,92.0,2177.0,,313256.0,,151570.0,192.0,138667.0,646.0,4030048.0,1196643.0,3367795.0,Asia,7.0,1547.0,1.0,27.0,,45006.0
Armenia,422021,17.0,8576.0,4.0,408562.0,166.0,4883.0,,141969.0,2885.0,2936474.0,987835.0,2972637.0,Asia,7.0,347.0,1.0,6.0,1.0,1643.0
Honduras,416729,,10834.0,,131100.0,,274795.0,105.0,40970.0,1065.0,1263329.0,124201.0,10171684.0,North America,24.0,939.0,8.0,,,27016.0
Oman,386646,186.0,4250.0,,379563.0,434.0,2833.0,27.0,72586.0,798.0,25000000.0,4693342.0,5326695.0,Asia,14.0,1253.0,0.0,35.0,,532.0
New Zealand,377685,15576.0,102.0,1.0,187116.0,22495.0,190467.0,,75505.0,20.0,6840165.0,1367459.0,5002100.0,Australia/Oceania,13.0,49040.0,1.0,3114.0,0.2,38077.0
Bosnia and Herzegovina,373359,67.0,15635.0,13.0,192218.0,,165506.0,,115014.0,4816.0,1725264.0,531471.0,3246206.0,Europe,9.0,208.0,2.0,21.0,4.0,50984.0
Qatar,359259,110.0,677.0,1.0,357391.0,173.0,1191.0,4.0,127950.0,241.0,3394776.0,1209050.0,2807805.0,Asia,8.0,4147.0,1.0,39.0,0.4,424.0
Cyprus,356784,3782.0,902.0,,124370.0,,231512.0,60.0,291904.0,738.0,9477138.0,7753751.0,1222265.0,Asia,3.0,1355.0,0.0,3094.0,,189412.0
Kenya,323195,12.0,5646.0,1.0,317491.0,,58.0,1.0,5794.0,101.0,3442995.0,61726.0,55778691.0,Africa,173.0,9879.0,16.0,0.2,0.02,1.0
Zambia,315202,,3960.0,,309765.0,,1477.0,3.0,16369.0,206.0,3310740.0,171931.0,19256239.0,Africa,61.0,4863.0,6.0,,,77.0
Réunion,310181,,680.0,,298082.0,,11419.0,41.0,342307.0,750.0,1498366.0,1653554.0,906149.0,Africa,3.0,1333.0,1.0,,,12602.0
North Macedonia,301583,92.0,9150.0,4.0,290617.0,363.0,1816.0,,144767.0,4392.0,1904444.0,914179.0,2083229.0,Europe,7.0,228.0,1.0,44.0,2.0,872.0
Albania,272689,26.0,3485.0,,268411.0,52.0,793.0,13.0,94932.0,1213.0,1760936.0,613040.0,2872467.0,Europe,11.0,824.0,2.0,9.0,,276.0
Algeria,265457,25.0,6866.0,2.0,178073.0,23.0,80518.0,6.0,5874.0,152.0,230861.0,5108.0,45193372.0,Africa,170.0,6582.0,196.0,0.6,0.04,1782.0
Botswana,263950,,2619.0,,259434.0,,1897.0,1.0,108527.0,1077.0,2026898.0,833391.0,2432109.0,Africa,9.0,929.0,1.0,,,780.0
Nigeria,254989,36.0,3142.0,,249372.0,32.0,2475.0,11.0,1187.0,15.0,4519905.0,21043.0,214797317.0,Africa,842.0,68363.0,48.0,0.2,,12.0
Zimbabwe,242909,394.0,5416.0,2.0,232425.0,220.0,5068.0,12.0,15950.0,356.0,2137216.0,140331.0,15229773.0,Africa,63.0,2812.0,7.0,26.0,0.1,333.0
Uzbekistan,237260,22.0,1637.0,,234669.0,59.0,954.0,23.0,6919.0,48.0,1377915.0,40182.0,34291639.0,Asia,145.0,20948.0,25.0,0.6,,28.0
Montenegro,231613,56.0,2693.0,,228147.0,55.0,773.0,60.0,368693.0,4287.0,1189242.0,1893092.0,628201.0,Europe,3.0,233.0,1.0,89.0,,1230.0
Mozambique,225179,,2198.0,,221972.0,17.0,1009.0,13.0,6878.0,67.0,1284288.0,39228.0,32739016.0,Africa,145.0,14895.0,25.0,,,31.0
Kyrgyzstan,200742,11.0,2973.0,,195873.0,23.0,1896.0,131.0,29932.0,443.0,1907195.0,284372.0,6706682.0,Asia,33.0,2256.0,4.0,2.0,,283.0
Luxembourg,193939,1975.0,1006.0,2.0,182027.0,1949.0,10906.0,3.0,301501.0,1564.0,4104707.0,6381260.0,643244.0,Europe,3.0,639.0,0.0,3070.0,3.0,16955.0
Afghanistan,176463,234.0,7645.0,2.0,158655.0,226.0,10163.0,1124.0,4366.0,189.0,905633.0,22409.0,40414161.0,Asia,229.0,5286.0,45.0,6.0,0.05,251.0
Maldives,174658,,297.0,,163687.0,,10674.0,25.0,313748.0,534.0,2213831.0,3976825.0,556683.0,Asia,3.0,1874.0,0.0,,,19174.0
Uganda,163517,11.0,3594.0,,100117.0,,59806.0,11.0,3393.0,75.0,2504595.0,51976.0,48187903.0,Africa,295.0,13408.0,19.0,0.2,,1241.0
Iceland,162938,1267.0,81.0,2.0,75685.0,,87172.0,6.0,472285.0,235.0,1831198.0,5307836.0,344999.0,Europe,2.0,4259.0,0.0,3672.0,6.0,252673.0
Ghana,160716,,1445.0,,159112.0,,159.0,1.0,4995.0,45.0,2368482.0,73619.0,32172297.0,Africa,200.0,22265.0,14.0,,,5.0
Namibia,157438,,4014.0,,153069.0,,355.0,1.0,60116.0,1533.0,968241.0,369711.0,2618911.0,Africa,17.0,652.0,3.0,,,136.0
El Salvador,156364,,4101.0,3.0,132410.0,,19853.0,153.0,23903.0,627.0,1758939.0,268880.0,6541715.0,North America,42.0,1595.0,4.0,,0.5,3035.0
Laos,146687,359.0,642.0,1.0,7660.0,,138385.0,,19677.0,86.0,1002806.0,134522.0,7454566.0,Asia,51.0,11611.0,7.0,48.0,0.1,18564.0
Cambodia,134213,145.0,3047.0,,129292.0,324.0,1874.0,,7844.0,178.0,2895579.0,169220.0,17111295.0,Asia,127.0,5616.0,6.0,8.0,,110.0
Trinidad and Tobago,133151,218.0,3686.0,2.0,115512.0,1708.0,13953.0,18.0,94623.0,2619.0,650827.0,462506.0,1407175.0,North America,11.0,382.0,2.0,155.0,1.0,9916.0
Guadeloupe,130705,,843.0,,2250.0,,127612.0,19.0,326567.0,2106.0,938039.0,2343691.0,400240.0,North America,3.0,475.0,0.0,,,318839.0
Rwanda,129602,1.0,1458.0,,45522.0,,82622.0,,9603.0,108.0,4979595.0,368960.0,13496283.0,Africa,104.0,9257.0,3.0,0.07,,6122.0
Jamaica,128400,21.0,2850.0,5.0,79525.0,292.0,46025.0,25.0,43043.0,955.0,883539.0,296183.0,2983089.0,North America,23.0,1047.0,3.0,7.0,2.0,15429.0
Martinique,126221,,900.0,,104.0,,125217.0,10.0,336795.0,2401.0,738299.0,1970000.0,374771.0,North America,3.0,416.0,1.0,,,334116.0
Cameroon,119322,,1926.0,,117263.0,,133.0,13.0,4313.0,70.0,1751774.0,63320.0,27665586.0,Africa,232.0,14364.0,16.0,,,5.0
Brunei,114371,2278.0,170.0,4.0,83761.0,5420.0,30440.0,,257255.0,382.0,717784.0,1614511.0,444583.0,Asia,4.0,2615.0,1.0,5124.0,9.0,68469.0
Angola,98931,4.0,1900.0,,96900.0,43.0,131.0,,2859.0,55.0,1464314.0,42324.0,34598083.0,Africa,350.0,18210.0,24.0,0.1,,4.0
DRC,86344,29.0,1335.0,,50930.0,,34079.0,,917.0,14.0,846704.0,8991.0,94173885.0,Africa,1091.0,70542.0,111.0,0.3,,362.0
Senegal,85806,9.0,1964.0,,83785.0,4.0,57.0,1.0,4906.0,112.0,1026468.0,58684.0,17491556.0,Africa,204.0,8906.0,17.0,0.5,,3.0
Malawi,85499,,2623.0,,76752.0,,6124.0,67.0,4282.0,131.0,553978.0,27744.0,19967552.0,Africa,234.0,7612.0,36.0,,,307.0
Ivory Coast,81598,1.0,796.0,,80735.0,18.0,67.0,,2969.0,29.0,1447003.0,52647.0,27485151.0,Africa,337.0,34529.0,19.0,0.04,,2.0
Suriname,78763,9.0,1321.0,,49367.0,1.0,28075.0,,132253.0,2218.0,232265.0,390003.0,595546.0,South America,8.0,451.0,3.0,15.0,,47142.0
French Guiana,78148,73.0,394.0,,11254.0,,66500.0,2.0,250635.0,1264.0,603850.0,1936658.0,311800.0,South America,4.0,791.0,1.0,234.0,,213278.0
Malta,73001,143.0,615.0,1.0,70561.0,38.0,1825.0,3.0,164588.0,1387.0,1211456.0,2731347.0,443538.0,Europe,6.0,721.0,0.0,322.0,2.0,4115.0
French Polynesia,70436,278.0,645.0,2.0,,,,7.0,248310.0,2274.0,,,283662.0,Australia/Oceania,4.0,440.0,,980.0,7.0,127937.0
Eswatini,69459,24.0,1392.0,,68042.0,32.0,25.0,11.0,58837.0,1179.0,486712.0,412281.0,1180535.0,Africa,17.0,848.0,2.0,20.0,,21.0
Fiji,64081,7.0,834.0,,62237.0,19.0,1010.0,,70616.0,919.0,502418.0,553652.0,907462.0,Australia/Oceania,14.0,1088.0,2.0,8.0,,1113.0
Madagascar,63870,,1377.0,,59156.0,,3337.0,23.0,2210.0,48.0,404843.0,14010.0,28897258.0,Africa,452.0,20986.0,71.0,,,115.0
Guyana,63147,3.0,1225.0,1.0,61722.0,23.0,200.0,5.0,79632.0,1545.0,552595.0,696851.0,792989.0,South America,13.0,647.0,1.0,4.0,1.0,252.0
Sudan,61713,58.0,4872.0,7.0,,,,,1354.0,107.0,562941.0,12349.0,45584291.0,Africa,739.0,9356.0,81.0,1.0,0.2,362.0
New Caledonia,59422,165.0,305.0,,57108.0,1340.0,2009.0,25.0,204795.0,1051.0,98964.0,341075.0,290153.0,Australia/Oceania,5.0,951.0,3.0,569.0,,6924.0
Mauritania,58659,1.0,981.0,,57659.0,5.0,19.0,30.0,12078.0,202.0,762678.0,157035.0,4856742.0,Africa,83.0,4951.0,6.0,0.2,,4.0
Channel Islands,57265,828.0,147.0,,53287.0,774.0,3831.0,,324299.0,832.0,1222997.0,6925983.0,176581.0,Europe,3.0,1201.0,0.0,4689.0,,21695.0
Barbados,57102,79.0,326.0,1.0,55548.0,,1228.0,,198290.0,1132.0,598374.0,2077890.0,287972.0,North America,5.0,883.0,0.0,274.0,3.0,4264.0
Belize,57071,37.0,652.0,,56002.0,151.0,417.0,6.0,139243.0,1591.0,511425.0,1247789.0,409865.0,North America,7.0,629.0,1.0,90.0,,1017.0
Cabo Verde,55907,1.0,401.0,,55453.0,7.0,53.0,23.0,98736.0,708.0,400982.0,708163.0,566228.0,Africa,10.0,1412.0,1.0,2.0,,94.0
Syria,55399,33.0,3117.0,,50091.0,134.0,2191.0,,3040.0,171.0,146269.0,8027.0,18221082.0,Asia,329.0,5846.0,125.0,2.0,,120.0
Gabon,47570,6.0,303.0,,47244.0,20.0,23.0,,20551.0,131.0,1584243.0,684417.0,2314734.0,Africa,49.0,7639.0,1.0,3.0,,10.0
