"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/ 1M pop ,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
Argentina,8967210,5615.0,127051.0,42.0,8762697.0,4588.0,77462.0,759.0,195382.0,2768.0,34739380.0,756920.0,45895724.0,South America,5.0,361.0,1.0,122.0,0.9,1688.0
Iran,7117544,3953.0,138711.0,139.0,6768271.0,6379.0,210562.0,3069.0,82948.0,1617.0,48108485.0,560658.0,85807110.0,Asia,12.0,619.0,2.0,46.0,2.0,2454.0
Netherlands,7055814,69186.0,21688.0,13.0,5414900.0,86497.0,1619226.0,162.0,410249.0,1261.0,21107399.0,1227255.0,17198870.0,Europe,2.0,793.0,1.0,4023.0,0.8,94147.0
Colombia,6075656,782.0,139255.0,35.0,5906638.0,1079.0,29763.0,342.0,117295.0,2688.0,33481801.0,646390.0,51798170.0,South America,9.0,372.0,2.0,15.0,0.7,575.0
Indonesia,5864010,16110.0,151703.0,290.0,5335846.0,39212.0,376461.0,2771.0,21063.0,545.0,88766749.0,318841.0,278404860.0,Asia,47.0,1835.0,3.0,58.0,1.0,1352.0
S. Korea,5822626,282976.0,9875.0,229.0,,,,1116.0,113405.0,192.0,15804065.0,307809.0,51343665.0,Asia,9.0,5199.0,3.0,5511.0,4.0,94330.0
Poland,5799996,11637.0,113307.0,121.0,5169557.0,8599.0,517132.0,523.0,153534.0,2999.0,34438732.0,911641.0,37776640.0,Europe,7.0,333.0,1.0,308.0,3.0,13689.0
Japan,5609096,62825.0,25697.0,211.0,4971301.0,60018.0,612098.0,1252.0,44579.0,204.0,40655716.0,323119.0,125822893.0,Asia,22.0,4896.0,3.0,499.0,2.0,4865.0
Mexico,5591871,8098.0,320607.0,197.0,4880174.0,16798.0,391090.0,4798.0,42615.0,2443.0,15308764.0,116666.0,131218882.0,North America,23.0,409.0,9.0,62.0,2.0,2980.0
Vietnam,5448935,169114.0,41228.0,71.0,2983222.0,74857.0,2424485.0,3990.0,55142.0,417.0,81001418.0,819714.0,98816731.0,Asia,18.0,2397.0,1.0,1711.0,0.7,24535.0
Ukraine,4894331,5858.0,106985.0,86.0,,,,177.0,113058.0,2471.0,19521252.0,450939.0,43290255.0,Europe,9.0,405.0,2.0,135.0,2.0,16847.0
Malaysia,3774786,32800.0,33643.0,76.0,3418443.0,24444.0,322700.0,380.0,114160.0,1017.0,51833725.0,1567595.0,33065773.0,Asia,9.0,983.0,1.0,992.0,2.0,9759.0
Israel,3707477,3361.0,10359.0,1.0,3652205.0,10593.0,44913.0,388.0,397542.0,1111.0,41373364.0,4436346.0,9326000.0,Asia,3.0,900.0,0.0,360.0,0.1,4816.0
South Africa,3691962,1671.0,99709.0,28.0,3572534.0,776.0,19719.0,546.0,60953.0,1646.0,23365475.0,385756.0,60570545.0,Africa,16.0,607.0,3.0,28.0,0.5,326.0
Czechia,3670406,8238.0,39121.0,21.0,3554692.0,13941.0,76593.0,129.0,341671.0,3642.0,53015282.0,4935089.0,10742517.0,Europe,3.0,275.0,0.0,767.0,2.0,7130.0
Philippines,3669523,,57317.0,,3565090.0,,47116.0,289.0,32751.0,512.0,28479926.0,254189.0,112042205.0,Asia,31.0,1955.0,4.0,,,421.0
Belgium,3629671,9409.0,30380.0,26.0,3333536.0,19016.0,265755.0,192.0,310899.0,2602.0,32069513.0,2746910.0,11674761.0,Europe,3.0,384.0,0.0,806.0,2.0,22763.0
Australia,3535620,34886.0,5549.0,29.0,3268084.0,17900.0,261987.0,101.0,135990.0,213.0,64450382.0,2478939.0,25999181.0,Australia/Oceania,7.0,4685.0,0.0,1342.0,1.0,10077.0
Peru,3534687,3612.0,211423.0,59.0,,,,683.0,104741.0,6265.0,27851471.0,825305.0,33746874.0,South America,10.0,160.0,1.0,107.0,2.0,47489.0
Portugal,3380263,,21285.0,,2876177.0,,482801.0,70.0,333145.0,2098.0,37805639.0,3725970.0,10146522.0,Europe,3.0,477.0,0.0,,,47583.0
Canada,3357009,6175.0,36855.0,48.0,3207481.0,6663.0,112673.0,552.0,87649.0,962.0,58655426.0,1531447.0,38300662.0,North America,11.0,1039.0,1.0,161.0,1.0,2942.0
Chile,3269062,18326.0,43659.0,132.0,2424006.0,34553.0,801397.0,1000.0,168568.0,2251.0,33911987.0,1748658.0,19393151.0,South America,6.0,444.0,1.0,945.0,7.0,41324.0
Thailand,3136649,24792.0,23578.0,63.0,2890076.0,22065.0,222995.0,687.0,44748.0,336.0,17270775.0,246389.0,70095625.0,Asia,22.0,2973.0,4.0,354.0,0.9,3181.0
Austria,3071402,49323.0,15163.0,27.0,2697610.0,26217.0,358629.0,176.0,337771.0,1668.0,165347447.0,18183763.0,9093137.0,Europe,3.0,600.0,0.0,5424.0,3.0,39440.0
Switzerland,3058800,18374.0,13366.0,2.0,2474544.0,27064.0,570890.0,142.0,349120.0,1526.0,19259669.0,2198229.0,8761449.0,Europe,3.0,656.0,0.0,2097.0,0.2,65159.0
Denmark,2796420,13036.0,5076.0,27.0,2580989.0,21471.0,210355.0,28.0,479938.0,871.0,126206869.0,21660347.0,5826632.0,Europe,2.0,1148.0,0.0,2237.0,5.0,36102.0
Romania,2787625,2974.0,64276.0,47.0,2606660.0,,116689.0,608.0,146555.0,3379.0,21498489.0,1130246.0,19021069.0,Europe,7.0,296.0,1.0,156.0,2.0,6135.0
Greece,2604626,21260.0,26473.0,49.0,2378977.0,8156.0,199176.0,361.0,251968.0,2561.0,68688765.0,6644869.0,10337114.0,Europe,4.0,390.0,0.0,2057.0,5.0,19268.0
Sweden,2466577,,17765.0,,2372096.0,15776.0,76716.0,47.0,241690.0,1741.0,18297871.0,1792932.0,10205557.0,Europe,4.0,574.0,1.0,,,7517.0
Iraq,2311926,688.0,25094.0,4.0,2263685.0,1563.0,23147.0,90.0,55382.0,601.0,18127495.0,434246.0,41744767.0,Asia,18.0,1664.0,2.0,16.0,0.1,554.0
Bangladesh,1949055,257.0,29105.0,5.0,1857648.0,2399.0,62302.0,1264.0,11639.0,174.0,13614188.0,81299.0,167458473.0,Asia,86.0,5754.0,12.0,2.0,0.03,372.0
Serbia,1937183,2230.0,15552.0,19.0,1872063.0,4462.0,49568.0,75.0,223230.0,1792.0,8904881.0,1026149.0,8677963.0,Europe,4.0,558.0,1.0,257.0,2.0,5712.0
Hungary,1814362,2068.0,44653.0,50.0,1650643.0,4606.0,119066.0,109.0,188624.0,4642.0,10921558.0,1135422.0,9618944.0,Europe,5.0,215.0,1.0,215.0,5.0,12378.0
Jordan,1654677,,13882.0,,1572386.0,,68409.0,694.0,159501.0,1338.0,16319298.0,1573084.0,10374081.0,Asia,6.0,747.0,1.0,,,6594.0
Georgia,1633443,1543.0,16505.0,20.0,1581376.0,3198.0,35562.0,,410801.0,4151.0,16053104.0,4037256.0,3976241.0,Asia,2.0,241.0,0.0,388.0,5.0,8944.0
Slovakia,1556433,9923.0,18847.0,30.0,1402729.0,12798.0,134857.0,206.0,284847.0,3449.0,6578659.0,1203977.0,5464106.0,Europe,4.0,290.0,1.0,1816.0,5.0,24681.0
Pakistan,1517512,723.0,30298.0,7.0,1469405.0,956.0,17809.0,677.0,6652.0,133.0,26825303.0,117589.0,228127539.0,Asia,150.0,7529.0,9.0,3.0,0.03,78.0
Norway,1346777,5614.0,1753.0,,88952.0,,1256072.0,23.0,245190.0,319.0,9852076.0,1793638.0,5492789.0,Europe,4.0,3133.0,1.0,1022.0,,228677.0
Ireland,1341826,9125.0,6611.0,21.0,1223949.0,5665.0,111266.0,37.0,266719.0,1314.0,11510702.0,2288015.0,5030869.0,Europe,4.0,761.0,0.0,1814.0,4.0,22117.0
Kazakhstan,1304220,119.0,13642.0,3.0,1279441.0,1032.0,11137.0,528.0,68085.0,712.0,11575012.0,604259.0,19155723.0,Asia,15.0,1404.0,2.0,6.0,0.2,581.0
Morocco,1161980,55.0,16034.0,1.0,1144938.0,205.0,1008.0,293.0,30864.0,426.0,11237010.0,298469.0,37648856.0,Africa,32.0,2348.0,3.0,1.0,0.03,27.0
Bulgaria,1111216,1635.0,36069.0,41.0,875759.0,4453.0,199388.0,345.0,161981.0,5258.0,9354689.0,1363627.0,6860154.0,Europe,6.0,190.0,1.0,238.0,6.0,29065.0
Lebanon,1083351,932.0,10193.0,8.0,982902.0,8480.0,90256.0,186.0,159931.0,1505.0,4795578.0,707954.0,6773851.0,Asia,6.0,665.0,1.0,138.0,1.0,13324.0
Cuba,1075616,586.0,8503.0,1.0,1064627.0,483.0,2486.0,23.0,95062.0,751.0,12920253.0,1141875.0,11314946.0,North America,11.0,1331.0,1.0,52.0,0.09,220.0
Croatia,1070855,1538.0,15308.0,14.0,1045532.0,1764.0,10015.0,57.0,263593.0,3768.0,4573949.0,1125886.0,4062533.0,Europe,4.0,265.0,1.0,379.0,3.0,2465.0
Tunisia,1020546,2099.0,28018.0,9.0,979949.0,1161.0,12579.0,113.0,84852.0,2330.0,4432295.0,368519.0,12027325.0,Africa,12.0,429.0,3.0,175.0,0.7,1046.0
Nepal,977848,62.0,11950.0,1.0,960686.0,189.0,5212.0,100.0,32572.0,398.0,5475202.0,182380.0,30020893.0,Asia,31.0,2512.0,5.0,2.0,0.03,174.0
Lithuania,956180,4834.0,8607.0,6.0,871258.0,9097.0,76315.0,74.0,359712.0,3238.0,7875623.0,2962788.0,2658180.0,Europe,3.0,309.0,0.0,1819.0,2.0,28709.0
Belarus,937583,1899.0,6633.0,15.0,928536.0,,2414.0,,99277.0,702.0,12601257.0,1334303.0,9444076.0,Europe,10.0,1424.0,1.0,201.0,2.0,256.0
Singapore,917103,15345.0,1129.0,13.0,859317.0,21481.0,56657.0,23.0,154707.0,190.0,23315251.0,3933073.0,5927999.0,Asia,6.0,5251.0,0.0,2589.0,2.0,9558.0
Slovenia,914427,2221.0,6396.0,6.0,883017.0,1923.0,25014.0,77.0,439751.0,3076.0,2586208.0,1243716.0,2079420.0,Europe,2.0,325.0,1.0,1068.0,3.0,12029.0
Bolivia,896744,429.0,21472.0,2.0,804502.0,1181.0,70770.0,220.0,75093.0,1798.0,2682016.0,224592.0,11941706.0,South America,13.0,556.0,4.0,36.0,0.2,5926.0
UAE,884736,382.0,2302.0,,847788.0,1093.0,34646.0,,87667.0,228.0,141879002.0,14058479.0,10092059.0,Asia,11.0,4384.0,0.0,38.0,,3433.0
Uruguay,862153,1490.0,7083.0,8.0,844434.0,2180.0,10636.0,83.0,246749.0,2027.0,5801596.0,1660421.0,3494051.0,South America,4.0,493.0,1.0,426.0,2.0,3044.0
Ecuador,843760,,35316.0,,,,,759.0,46629.0,1952.0,2470170.0,136511.0,18095088.0,South America,21.0,512.0,7.0,,,20147.0
Costa Rica,822935,1122.0,8160.0,11.0,718278.0,385.0,96497.0,98.0,159094.0,1578.0,3801529.0,734932.0,5172627.0,North America,6.0,634.0,1.0,217.0,2.0,18655.0
Guatemala,802744,2341.0,17139.0,12.0,757609.0,3836.0,27996.0,5.0,43451.0,928.0,4057394.0,219620.0,18474637.0,North America,23.0,1078.0,5.0,127.0,0.6,1515.0
Azerbaijan,790378,225.0,9589.0,14.0,778543.0,583.0,2246.0,,76785.0,932.0,6622919.0,643413.0,10293419.0,Asia,13.0,1073.0,2.0,22.0,1.0,218.0
Panama,759224,301.0,8131.0,3.0,748028.0,299.0,3065.0,26.0,171407.0,1836.0,5582962.0,1260442.0,4429367.0,North America,6.0,545.0,1.0,68.0,0.7,692.0
Saudi Arabia,748489,178.0,9016.0,2.0,730038.0,377.0,9435.0,330.0,20949.0,252.0,41197847.0,1153076.0,35728651.0,Asia,48.0,3963.0,1.0,5.0,0.06,264.0
Finland,734262,21159.0,2653.0,80.0,46000.0,,685609.0,36.0,132174.0,478.0,10113235.0,1820483.0,5555249.0,Europe,8.0,2094.0,1.0,3809.0,14.0,123416.0
Latvia,733084,6216.0,5411.0,14.0,618849.0,11074.0,108824.0,45.0,396048.0,2923.0,6885924.0,3720110.0,1851000.0,Europe,3.0,342.0,0.0,3358.0,8.0,58792.0
Sri Lanka,655383,467.0,16381.0,7.0,618697.0,81.0,20305.0,,30391.0,760.0,6368159.0,295303.0,21564799.0,Asia,33.0,1316.0,3.0,22.0,0.3,942.0
Hong Kong,646700,29281.0,3444.0,294.0,13232.0,,630024.0,76.0,85096.0,453.0,36260319.0,4771322.0,7599638.0,Asia,12.0,2207.0,0.0,3853.0,39.0,82902.0
Paraguay,645655,272.0,18522.0,5.0,618923.0,721.0,8210.0,86.0,88684.0,2544.0,2554263.0,350842.0,7280387.0,South America,11.0,393.0,3.0,37.0,0.7,1128.0
Kuwait,625202,280.0,2549.0,,618194.0,560.0,4459.0,17.0,142834.0,582.0,7763313.0,1773605.0,4377137.0,Asia,7.0,1717.0,1.0,64.0,,1019.0
Myanmar,604219,956.0,19403.0,2.0,555290.0,1399.0,29526.0,,10981.0,353.0,7354769.0,133661.0,55025456.0,Asia,91.0,2836.0,7.0,17.0,0.04,537.0
Palestine,579548,200.0,5306.0,1.0,569179.0,632.0,5063.0,71.0,109320.0,1001.0,3078533.0,580701.0,5301411.0,Asia,9.0,999.0,2.0,38.0,0.2,955.0
Dominican Republic,576367,147.0,4374.0,2.0,571656.0,317.0,337.0,29.0,52247.0,397.0,3158390.0,286306.0,11031502.0,North America,19.0,2522.0,3.0,13.0,0.2,31.0
Bahrain,535065,1317.0,1462.0,,518158.0,1840.0,15445.0,9.0,297051.0,812.0,9490280.0,5268698.0,1801257.0,Asia,3.0,1232.0,0.0,731.0,,8575.0
Estonia,527913,2167.0,2337.0,10.0,423051.0,2014.0,102525.0,25.0,397513.0,1760.0,3166504.0,2384342.0,1328041.0,Europe,3.0,568.0,0.0,1632.0,8.0,77200.0
Venezuela,517999,279.0,5656.0,1.0,508885.0,194.0,3458.0,230.0,18304.0,200.0,3359014.0,118693.0,28299936.0,South America,55.0,5004.0,8.0,10.0,0.04,122.0
Moldova,507028,347.0,11333.0,14.0,488198.0,1547.0,7497.0,91.0,126185.0,2820.0,3075370.0,765372.0,4018137.0,Europe,8.0,355.0,1.0,86.0,3.0,1866.0
Libya,499767,302.0,6336.0,10.0,481778.0,819.0,11653.0,123.0,71101.0,901.0,2451379.0,348754.0,7028959.0,Africa,14.0,1109.0,3.0,43.0,1.0,1658.0
Egypt,495373,854.0,24277.0,8.0,424831.0,733.0,46265.0,122.0,4691.0,230.0,3693367.0,34978.0,105590369.0,Africa,213.0,4349.0,29.0,8.0,0.08,438.0
Ethiopia,469153,19.0,7484.0,,421433.0,22.0,40236.0,53.0,3917.0,62.0,4559980.0,38074.0,119765656.0,Africa,255.0,16003.0,26.0,0.2,,336.0
Mongolia,466642,219.0,2177.0,,313256.0,,151209.0,192.0,138578.0,647.0,4030048.0,1196797.0,3367362.0,Asia,7.0,1547.0,1.0,65.0,,44904.0
Armenia,421842,128.0,8568.0,5.0,407933.0,350.0,5341.0,,141910.0,2882.0,2930081.0,985699.0,2972592.0,Asia,7.0,347.0,1.0,43.0,2.0,1797.0
Honduras,414714,,10812.0,,129792.0,,274110.0,105.0,40777.0,1063.0,1263329.0,124216.0,10170392.0,North America,25.0,941.0,8.0,,,26952.0
Oman,386003,,4250.0,,377476.0,,4277.0,29.0,72480.0,798.0,25000000.0,4694282.0,5325628.0,Asia,14.0,1253.0,0.0,,,803.0
Bosnia and Herzegovina,373105,143.0,15614.0,4.0,192218.0,,165273.0,,114930.0,4810.0,1725264.0,531444.0,3246372.0,Europe,9.0,208.0,2.0,44.0,1.0,50910.0
Qatar,358946,125.0,674.0,2.0,356884.0,307.0,1388.0,,127839.0,240.0,3391376.0,1207839.0,2807805.0,Asia,8.0,4166.0,1.0,45.0,0.7,494.0
Cyprus,347876,3020.0,895.0,6.0,124370.0,,222611.0,60.0,284632.0,732.0,9477138.0,7754201.0,1222194.0,Asia,4.0,1366.0,0.0,2471.0,5.0,182140.0
New Zealand,328836,21033.0,91.0,,118883.0,19895.0,209862.0,,65740.0,18.0,6830787.0,1365584.0,5002100.0,Australia/Oceania,15.0,54968.0,1.0,4205.0,,41955.0
Kenya,323160,20.0,5644.0,,317465.0,2.0,51.0,1.0,5795.0,101.0,3429326.0,61492.0,55768960.0,Africa,173.0,9881.0,16.0,0.4,,0.9
Zambia,314986,136.0,3960.0,,309336.0,279.0,1690.0,3.0,16361.0,206.0,3305230.0,171682.0,19252003.0,Africa,61.0,4862.0,6.0,7.0,,88.0
Réunion,310181,,680.0,,298082.0,,11419.0,41.0,342327.0,750.0,1498366.0,1653650.0,906096.0,Africa,3.0,1332.0,1.0,,,12602.0
North Macedonia,301016,302.0,9123.0,6.0,289847.0,315.0,2046.0,,144495.0,4379.0,1904444.0,914178.0,2083230.0,Europe,7.0,228.0,1.0,145.0,3.0,982.0
Albania,272552,73.0,3485.0,1.0,268093.0,217.0,974.0,13.0,94883.0,1213.0,1758227.0,612091.0,2872493.0,Europe,11.0,824.0,2.0,25.0,0.3,339.0
Algeria,265391,25.0,6861.0,,178008.0,31.0,80522.0,13.0,5873.0,152.0,230861.0,5109.0,45186873.0,Africa,170.0,6586.0,196.0,0.6,,1782.0
Botswana,263950,,2619.0,,259434.0,,1897.0,1.0,108545.0,1077.0,2026898.0,833525.0,2431719.0,Africa,9.0,928.0,1.0,,,780.0
Nigeria,254894,,3142.0,,249326.0,,2426.0,11.0,1187.0,15.0,4519905.0,21047.0,214755312.0,Africa,843.0,68350.0,48.0,,,11.0
Zimbabwe,242069,521.0,5412.0,4.0,231438.0,426.0,5219.0,12.0,15896.0,355.0,2128873.0,139800.0,15227999.0,Africa,63.0,2814.0,7.0,34.0,0.3,343.0
Uzbekistan,237129,70.0,1637.0,,234447.0,87.0,1045.0,23.0,6916.0,48.0,1377915.0,40187.0,34287662.0,Asia,145.0,20945.0,25.0,2.0,,30.0
Montenegro,231391,78.0,2692.0,,227870.0,135.0,829.0,60.0,368340.0,4285.0,1185660.0,1887393.0,628200.0,Europe,3.0,233.0,1.0,124.0,,1320.0
Mozambique,225165,3.0,2198.0,,221955.0,13.0,1012.0,13.0,6879.0,67.0,1282207.0,39173.0,32731811.0,Africa,145.0,14892.0,26.0,0.09,,31.0
Kyrgyzstan,200707,16.0,2971.0,1.0,195786.0,25.0,1950.0,131.0,29930.0,443.0,1907195.0,284410.0,6705798.0,Asia,33.0,2257.0,4.0,2.0,0.1,291.0
Luxembourg,191964,958.0,1004.0,,180078.0,823.0,10882.0,4.0,298470.0,1561.0,4099088.0,6373357.0,643160.0,Europe,3.0,641.0,0.0,1490.0,,16920.0
Afghanistan,175974,81.0,7640.0,1.0,158302.0,18.0,10032.0,1124.0,4355.0,189.0,902544.0,22336.0,40406958.0,Asia,230.0,5289.0,45.0,2.0,0.02,248.0
Maldives,174163,172.0,297.0,,159621.0,234.0,14245.0,25.0,312902.0,534.0,2210061.0,3970609.0,556605.0,Asia,3.0,1874.0,0.0,309.0,,25593.0
Uganda,163462,16.0,3594.0,1.0,100108.0,11.0,59760.0,11.0,3393.0,75.0,2494741.0,51784.0,48176005.0,Africa,295.0,13405.0,19.0,0.3,0.02,1240.0
Ghana,160693,12.0,1445.0,,159079.0,35.0,169.0,1.0,4996.0,45.0,2365638.0,73542.0,32166969.0,Africa,200.0,22261.0,14.0,0.4,,5.0
Iceland,158533,2656.0,79.0,2.0,75685.0,,82769.0,4.0,459541.0,229.0,1820155.0,5276102.0,344981.0,Europe,2.0,4367.0,0.0,7699.0,6.0,239923.0
Namibia,157366,,4014.0,,153069.0,,283.0,1.0,60097.0,1533.0,964061.0,368168.0,2618533.0,Africa,17.0,652.0,3.0,,,108.0
El Salvador,156364,,4095.0,1.0,132410.0,,19859.0,153.0,23904.0,626.0,1758939.0,268891.0,6541447.0,North America,42.0,1597.0,4.0,,0.2,3036.0
Laos,145507,413.0,640.0,3.0,7660.0,,137207.0,,19521.0,86.0,1002806.0,134538.0,7453701.0,Asia,51.0,11646.0,7.0,55.0,0.4,18408.0
Cambodia,133738,237.0,3045.0,1.0,128300.0,305.0,2393.0,,7817.0,178.0,2892129.0,169037.0,17109398.0,Asia,128.0,5619.0,6.0,14.0,0.06,140.0
Trinidad and Tobago,132383,543.0,3676.0,3.0,108546.0,,20161.0,18.0,94080.0,2612.0,647371.0,460062.0,1407138.0,North America,11.0,383.0,2.0,386.0,2.0,14328.0
Guadeloupe,130705,,843.0,,2250.0,,127612.0,19.0,326567.0,2106.0,938039.0,2343697.0,400239.0,North America,3.0,475.0,0.0,,,318839.0
Rwanda,129589,13.0,1458.0,,45522.0,,82609.0,,9604.0,108.0,4959057.0,367511.0,13493643.0,Africa,104.0,9255.0,3.0,1.0,,6122.0
Jamaica,128318,45.0,2839.0,2.0,79233.0,139.0,46246.0,25.0,43017.0,952.0,875832.0,293609.0,2982983.0,North America,23.0,1051.0,3.0,15.0,0.7,15503.0
Martinique,126221,,900.0,,104.0,,125217.0,10.0,336792.0,2401.0,738299.0,1969985.0,374774.0,North America,3.0,416.0,1.0,,,334113.0
Cameroon,119322,,1926.0,,117263.0,,133.0,13.0,4314.0,70.0,1751774.0,63332.0,27660153.0,Africa,232.0,14361.0,16.0,,,5.0
Brunei,106936,2914.0,158.0,2.0,68764.0,4683.0,38014.0,,240549.0,355.0,717784.0,1614634.0,444549.0,Asia,4.0,2814.0,1.0,6555.0,4.0,85511.0
Angola,98855,,1900.0,,96817.0,,138.0,,2858.0,55.0,1453019.0,42007.0,34589663.0,Africa,350.0,18205.0,24.0,,,4.0
DRC,86315,25.0,1335.0,,50930.0,,34050.0,,917.0,14.0,846704.0,8993.0,94151466.0,Africa,1091.0,70525.0,111.0,0.3,,362.0
Senegal,85785,3.0,1964.0,2.0,83768.0,7.0,53.0,1.0,4905.0,112.0,1025172.0,58622.0,17487927.0,Africa,204.0,8904.0,17.0,0.2,0.1,3.0
Malawi,85486,10.0,2620.0,,76642.0,95.0,6224.0,67.0,4282.0,131.0,552610.0,27681.0,19963487.0,Africa,234.0,7620.0,36.0,0.5,,312.0
Ivory Coast,81577,6.0,795.0,,80623.0,47.0,159.0,,2969.0,29.0,1439716.0,52392.0,27479781.0,Africa,337.0,34566.0,19.0,0.2,,6.0
Suriname,78705,51.0,1319.0,,49365.0,1.0,28021.0,1.0,132166.0,2215.0,231838.0,389315.0,595503.0,South America,8.0,451.0,3.0,86.0,,47054.0
French Guiana,78075,50.0,394.0,,11254.0,,66427.0,4.0,250452.0,1264.0,602022.0,1931192.0,311736.0,South America,4.0,791.0,1.0,160.0,,213087.0
Malta,72560,139.0,613.0,,70386.0,68.0,1561.0,4.0,163597.0,1382.0,1211456.0,2731408.0,443528.0,Europe,6.0,724.0,0.0,313.0,,3520.0
French Polynesia,70158,,643.0,,,,,7.0,247341.0,2267.0,,,283649.0,Australia/Oceania,4.0,441.0,,,,126970.0
Eswatini,69408,29.0,1392.0,,67932.0,56.0,84.0,11.0,58799.0,1179.0,485322.0,411138.0,1180437.0,Africa,17.0,848.0,2.0,25.0,,71.0
Fiji,64067,5.0,834.0,,62218.0,10.0,1015.0,,70604.0,919.0,502044.0,553272.0,907409.0,Australia/Oceania,14.0,1088.0,2.0,6.0,,1119.0
Madagascar,63791,,1373.0,,59002.0,,3416.0,26.0,2208.0,48.0,401851.0,13909.0,28891404.0,Africa,453.0,21043.0,72.0,,,118.0
Guyana,63107,,1224.0,,61684.0,,199.0,5.0,79584.0,1544.0,548943.0,692272.0,792958.0,South America,13.0,648.0,1.0,,,251.0
Sudan,61655,12.0,4865.0,,,,,,1353.0,107.0,562941.0,12352.0,45575877.0,Africa,739.0,9368.0,81.0,0.3,,361.0
New Caledonia,59217,184.0,305.0,1.0,55768.0,911.0,3144.0,24.0,204105.0,1051.0,98964.0,341102.0,290130.0,Australia/Oceania,5.0,951.0,3.0,634.0,3.0,10837.0
Mauritania,58657,,981.0,,57650.0,2.0,26.0,30.0,12080.0,202.0,759231.0,156358.0,4855736.0,Africa,83.0,4950.0,6.0,,,5.0
Belize,57034,31.0,652.0,,55851.0,108.0,531.0,6.0,139174.0,1591.0,510065.0,1244653.0,409805.0,North America,7.0,629.0,1.0,76.0,,1296.0
Barbados,56805,126.0,323.0,,55256.0,163.0,1226.0,,197261.0,1122.0,596122.0,2070091.0,287969.0,North America,5.0,892.0,0.0,438.0,,4257.0
Channel Islands,56437,347.0,147.0,1.0,52513.0,309.0,3777.0,,319633.0,833.0,1221372.0,6917290.0,176568.0,Europe,3.0,1201.0,0.0,1965.0,6.0,21391.0
Cabo Verde,55906,,401.0,,55441.0,3.0,64.0,23.0,98743.0,708.0,400982.0,708226.0,566178.0,Africa,10.0,1412.0,1.0,,,113.0
Syria,55288,45.0,3110.0,3.0,49151.0,173.0,3027.0,,3035.0,171.0,146269.0,8029.0,18217587.0,Asia,330.0,5858.0,125.0,2.0,0.2,166.0
Gabon,47564,,303.0,,47212.0,,49.0,1.0,20552.0,131.0,1580654.0,682994.0,2314303.0,Africa,49.0,7638.0,1.0,,,21.0
